Date_Time (LST/LDT), Event, Speed (knots)
1/12/18 11:11, flood,0.3
1/12/18 13:41, slack,-
1/12/18 17:01, ebb,-0.3
1/12/18 20:20, slack,-
1/13/18 0:23, flood,0.7
1/13/18 4:11, slack,-
1/13/18 6:37, ebb,-0.2
1/13/18 9:02, slack,-
1/13/18 11:59, flood,0.3
1/13/18 14:17, slack,-
1/13/18 17:43, ebb,-0.3
1/13/18 20:56, slack,-
1/14/18 0:59, flood,0.7
1/14/18 4:53, slack,-
1/14/18 7:19, ebb,-0.2
1/14/18 9:50, slack,-
1/14/18 12:35, flood,0.3
1/14/18 14:53, slack,-
1/14/18 18:19, ebb,-0.3
1/14/18 21:32, slack,-
1/15/18 1:29, flood,0.7
1/15/18 5:29, slack,-
1/15/18 7:49, ebb,-0.2
1/15/18 10:32, slack,-
1/15/18 13:11, flood,0.2
1/15/18 15:29, slack,-
1/15/18 18:55, ebb,-0.3
1/15/18 22:02, slack,-
1/16/18 2:05, flood,0.8
1/16/18 6:05, slack,-
1/16/18 8:19, ebb,-0.2
1/16/18 11:08, slack,-
1/16/18 13:53, flood,0.2
1/16/18 16:05, slack,-
1/16/18 19:31, ebb,-0.3
1/16/18 22:38, slack,-
1/17/18 2:35, flood,0.8
1/17/18 6:35, slack,-
1/17/18 8:49, ebb,-0.2
1/17/18 11:50, slack,-
1/17/18 14:29, flood,0.2
1/17/18 16:41, slack,-
1/17/18 20:01, ebb,-0.3
1/17/18 23:08, slack,-
1/18/18 3:11, flood,0.8
1/18/18 7:05, slack,-
1/18/18 9:13, ebb,-0.2
1/18/18 12:26, slack,-
1/18/18 15:11, flood,0.2
1/18/18 17:23, slack,-
1/18/18 20:37, ebb,-0.3
1/18/18 23:38, slack,-
1/19/18 3:47, flood,0.8
1/19/18 7:35, slack,-
1/19/18 9:49, ebb,-0.2
1/19/18 13:08, slack,-
1/19/18 15:59, flood,0.2
1/19/18 18:05, slack,-
1/19/18 21:13, ebb,-0.3
1/20/18 0:08, slack,-
1/20/18 4:29, flood,0.7
1/20/18 8:05, slack,-
1/20/18 10:25, ebb,-0.2
1/20/18 13:50, slack,-
1/20/18 16:41, flood,0.3
1/20/18 18:53, slack,-
1/20/18 21:55, ebb,-0.3
1/21/18 0:50, slack,-
1/21/18 5:05, flood,0.7
1/21/18 8:35, slack,-
1/21/18 11:07, ebb,-0.2
1/21/18 14:38, slack,-
1/21/18 17:35, flood,0.3
1/21/18 19:47, slack,-
1/21/18 22:43, ebb,-0.2
1/22/18 1:32, slack,-
1/22/18 5:47, flood,0.6
1/22/18 9:11, slack,-
1/22/18 11:49, ebb,-0.2
1/22/18 15:20, slack,-
1/22/18 18:23, flood,0.3
1/22/18 20:53, slack,-
1/22/18 23:43, ebb,-0.2
1/23/18 2:20, slack,-
1/23/18 6:29, flood,0.6
1/23/18 9:47, slack,-
1/23/18 12:43, ebb,-0.3
1/23/18 16:08, slack,-
1/23/18 19:23, flood,0.3
1/23/18 22:23, slack,-
1/24/18 0:55, ebb,-0.2
1/24/18 3:20, slack,-
1/24/18 7:23, flood,0.5
1/24/18 10:29, slack,-
1/24/18 13:31, ebb,-0.3
1/24/18 17:02, slack,-
1/24/18 20:29, flood,0.4
1/25/18 0:05, slack,-
1/25/18 2:07, ebb,-0.1
1/25/18 4:38, slack,-
1/25/18 8:23, flood,0.4
1/25/18 11:11, slack,-
1/25/18 14:25, ebb,-0.3
1/25/18 17:56, slack,-
1/25/18 21:41, flood,0.5
1/26/18 1:23, slack,-
1/26/18 3:19, ebb,-0.1
1/26/18 6:02, slack,-
1/26/18 9:29, flood,0.3
1/26/18 12:05, slack,-
1/26/18 15:19, ebb,-0.3
1/26/18 18:50, slack,-
1/26/18 22:47, flood,0.7
1/27/18 2:29, slack,-
1/27/18 4:31, ebb,-0.2
1/27/18 7:26, slack,-
1/27/18 10:35, flood,0.3
1/27/18 12:59, slack,-
1/27/18 16:19, ebb,-0.4
1/27/18 19:38, slack,-
1/27/18 23:41, flood,0.8
1/28/18 3:29, slack,-
1/28/18 5:43, ebb,-0.2
1/28/18 8:38, slack,-
1/28/18 11:35, flood,0.3
1/28/18 13:53, slack,-
1/28/18 17:13, ebb,-0.4
1/28/18 20:32, slack,-
1/29/18 0:35, flood,0.9
1/29/18 4:23, slack,-
1/29/18 6:43, ebb,-0.2
1/29/18 9:32, slack,-
1/29/18 12:29, flood,0.4
1/29/18 14:47, slack,-
1/29/18 18:07, ebb,-0.4
1/29/18 21:20, slack,-
1/30/18 1:23, flood,1
1/30/18 5:11, slack,-
1/30/18 7:37, ebb,-0.3
1/30/18 10:26, slack,-
1/30/18 13:17, flood,0.4
1/30/18 15:41, slack,-
1/30/18 19:01, ebb,-0.4
1/30/18 22:08, slack,-
1/31/18 2:11, flood,1
1/31/18 5:59, slack,-
1/31/18 8:19, ebb,-0.3
1/31/18 11:14, slack,-
1/31/18 14:11, flood,0.4
1/31/18 16:41, slack,-
1/31/18 19:49, ebb,-0.4
1/31/18 22:56, slack,-
2/1/18 2:53, flood,1
2/1/18 6:41, slack,-
2/1/18 9:01, ebb,-0.3
2/1/18 12:02, slack,-
2/1/18 15:05, flood,0.4
2/1/18 17:35, slack,-
2/1/18 20:37, ebb,-0.4
2/1/18 23:38, slack,-
2/2/18 3:41, flood,0.9
2/2/18 7:23, slack,-
2/2/18 9:43, ebb,-0.3
2/2/18 12:50, slack,-
2/2/18 15:59, flood,0.4
2/2/18 18:35, slack,-
2/2/18 21:25, ebb,-0.4
2/3/18 0:26, slack,-
2/3/18 4:29, flood,0.8
2/3/18 7:59, slack,-
2/3/18 10:25, ebb,-0.3
2/3/18 13:44, slack,-
2/3/18 16:53, flood,0.4
2/3/18 19:35, slack,-
2/3/18 22:13, ebb,-0.3
2/4/18 1:14, slack,-
2/4/18 5:11, flood,0.7
2/4/18 8:35, slack,-
2/4/18 11:13, ebb,-0.3
2/4/18 14:32, slack,-
2/4/18 17:47, flood,0.4
2/4/18 20:35, slack,-
2/4/18 23:07, ebb,-0.2
2/5/18 2:08, slack,-
2/5/18 5:53, flood,0.6
2/5/18 9:17, slack,-
2/5/18 12:01, ebb,-0.3
2/5/18 15:26, slack,-
2/5/18 18:41, flood,0.4
2/5/18 21:53, slack,-
2/6/18 0:13, ebb,-0.2
2/6/18 3:02, slack,-
2/6/18 6:41, flood,0.5
2/6/18 9:53, slack,-
2/6/18 12:55, ebb,-0.3
2/6/18 16:20, slack,-
2/6/18 19:41, flood,0.4
2/6/18 23:23, slack,-
2/7/18 1:31, ebb,-0.1
2/7/18 4:02, slack,-
2/7/18 7:29, flood,0.4
2/7/18 10:35, slack,-
2/7/18 13:49, ebb,-0.3
2/7/18 17:14, slack,-
2/7/18 20:59, flood,0.4
2/8/18 0:47, slack,-
2/8/18 2:49, ebb,-0.1
2/8/18 5:14, slack,-
2/8/18 8:29, flood,0.3
2/8/18 11:29, slack,-
2/8/18 14:43, ebb,-0.3
2/8/18 18:08, slack,-
2/8/18 22:17, flood,0.5
2/9/18 1:59, slack,-
2/9/18 4:07, ebb,-0.1
2/9/18 6:38, slack,-
2/9/18 9:35, flood,0.2
2/9/18 12:17, slack,-
2/9/18 15:31, ebb,-0.3
2/9/18 19:02, slack,-
2/9/18 23:17, flood,0.5
2/10/18 2:53, slack,-
2/10/18 5:25, ebb,-0.1
2/10/18 7:50, slack,-
2/10/18 10:47, flood,0.2
2/10/18 13:05, slack,-
2/10/18 16:25, ebb,-0.3
2/10/18 19:44, slack,-
2/10/18 23:59, flood,0.6
2/11/18 3:41, slack,-
2/11/18 6:13, ebb,-0.2
2/11/18 8:44, slack,-
2/11/18 11:35, flood,0.2
2/11/18 13:53, slack,-
2/11/18 17:13, ebb,-0.3
2/11/18 20:32, slack,-
2/12/18 0:35, flood,0.7
2/12/18 4:17, slack,-
2/12/18 6:55, ebb,-0.2
2/12/18 9:32, slack,-
2/12/18 12:17, flood,0.3
2/12/18 14:41, slack,-
2/12/18 17:55, ebb,-0.3
2/12/18 21:08, slack,-
2/13/18 1:05, flood,0.7
2/13/18 4:53, slack,-
2/13/18 7:25, ebb,-0.2
2/13/18 10:08, slack,-
2/13/18 12:59, flood,0.3
2/13/18 15:23, slack,-
2/13/18 18:37, ebb,-0.3
2/13/18 21:44, slack,-
2/14/18 1:41, flood,0.7
2/14/18 5:29, slack,-
2/14/18 7:55, ebb,-0.2
2/14/18 10:44, slack,-
2/14/18 13:35, flood,0.3
2/14/18 15:59, slack,-
2/14/18 19:13, ebb,-0.3
2/14/18 22:14, slack,-
2/15/18 2:11, flood,0.7
2/15/18 5:59, slack,-
2/15/18 8:19, ebb,-0.2
2/15/18 11:14, slack,-
2/15/18 14:11, flood,0.3
2/15/18 16:41, slack,-
2/15/18 19:49, ebb,-0.3
2/15/18 22:50, slack,-
2/16/18 2:47, flood,0.7
2/16/18 6:29, slack,-
2/16/18 8:43, ebb,-0.3
2/16/18 11:50, slack,-
2/16/18 14:53, flood,0.4
2/16/18 17:23, slack,-
2/16/18 20:25, ebb,-0.3
2/16/18 23:20, slack,-
2/17/18 3:23, flood,0.7
2/17/18 6:53, slack,-
2/17/18 9:13, ebb,-0.3
2/17/18 12:20, slack,-
2/17/18 15:35, flood,0.4
2/17/18 18:11, slack,-
2/17/18 21:01, ebb,-0.3
2/17/18 23:56, slack,-
2/18/18 3:59, flood,0.7
2/18/18 7:23, slack,-
2/18/18 9:43, ebb,-0.3
2/18/18 13:02, slack,-
2/18/18 16:17, flood,0.4
2/18/18 18:59, slack,-
2/18/18 21:37, ebb,-0.3
2/19/18 0:32, slack,-
2/19/18 4:35, flood,0.6
2/19/18 7:47, slack,-
2/19/18 10:25, ebb,-0.3
2/19/18 13:38, slack,-
2/19/18 17:05, flood,0.4
2/19/18 19:47, slack,-
2/19/18 22:25, ebb,-0.2
2/20/18 1:20, slack,-
2/20/18 5:17, flood,0.6
2/20/18 8:17, slack,-
2/20/18 11:07, ebb,-0.3
2/20/18 14:26, slack,-
2/20/18 17:59, flood,0.5
2/20/18 20:53, slack,-
2/20/18 23:25, ebb,-0.2
2/21/18 2:14, slack,-
2/21/18 6:05, flood,0.5
2/21/18 8:53, slack,-
2/21/18 11:55, ebb,-0.3
2/21/18 15:14, slack,-
2/21/18 18:53, flood,0.5
2/21/18 22:17, slack,-
2/22/18 0:31, ebb,-0.2
2/22/18 3:20, slack,-
2/22/18 6:53, flood,0.4
2/22/18 9:35, slack,-
2/22/18 12:55, ebb,-0.3
2/22/18 16:14, slack,-
2/22/18 19:53, flood,0.5
2/22/18 23:47, slack,-
2/23/18 1:55, ebb,-0.1
2/23/18 4:38, slack,-
2/23/18 7:53, flood,0.3
2/23/18 10:29, slack,-
2/23/18 13:55, ebb,-0.3
2/23/18 17:14, slack,-
2/23/18 21:11, flood,0.6
2/24/18 1:05, slack,-
2/24/18 3:07, ebb,-0.2
2/24/18 6:08, slack,-
2/24/18 9:11, flood,0.3
2/24/18 11:35, slack,-
2/24/18 14:55, ebb,-0.3
2/24/18 18:14, slack,-
2/24/18 22:23, flood,0.7
2/25/18 2:11, slack,-
2/25/18 4:25, ebb,-0.2
2/25/18 7:26, slack,-
2/25/18 10:23, flood,0.3
2/25/18 12:41, slack,-
2/25/18 16:01, ebb,-0.3
2/25/18 19:20, slack,-
2/25/18 23:23, flood,0.8
2/26/18 3:11, slack,-
2/26/18 5:31, ebb,-0.2
2/26/18 8:32, slack,-
2/26/18 11:29, flood,0.3
2/26/18 13:47, slack,-
2/26/18 17:01, ebb,-0.4
2/26/18 20:14, slack,-
2/27/18 0:17, flood,0.9
2/27/18 3:59, slack,-
2/27/18 6:31, ebb,-0.3
2/27/18 9:20, slack,-
2/27/18 12:23, flood,0.4
2/27/18 14:53, slack,-
2/27/18 18:01, ebb,-0.4
2/27/18 21:08, slack,-
2/28/18 1:05, flood,0.9
2/28/18 4:47, slack,-
2/28/18 7:13, ebb,-0.3
2/28/18 10:08, slack,-
2/28/18 13:11, flood,0.5
2/28/18 15:47, slack,-
2/28/18 18:55, ebb,-0.4
2/28/18 21:56, slack,-
3/1/18 1:47, flood,0.9
3/1/18 5:29, slack,-
3/1/18 7:55, ebb,-0.3
3/1/18 10:50, slack,-
3/1/18 13:59, flood,0.5
3/1/18 16:47, slack,-
3/1/18 19:43, ebb,-0.4
3/1/18 22:38, slack,-
3/2/18 2:35, flood,0.9
3/2/18 6:05, slack,-
3/2/18 8:31, ebb,-0.3
3/2/18 11:32, slack,-
3/2/18 14:47, flood,0.5
3/2/18 17:41, slack,-
3/2/18 20:25, ebb,-0.4
3/2/18 23:26, slack,-
3/3/18 3:17, flood,0.8
3/3/18 6:41, slack,-
3/3/18 9:07, ebb,-0.3
3/3/18 12:14, slack,-
3/3/18 15:41, flood,0.6
3/3/18 18:35, slack,-
3/3/18 21:07, ebb,-0.3
3/4/18 0:08, slack,-
3/4/18 3:59, flood,0.7
3/4/18 7:17, slack,-
3/4/18 9:43, ebb,-0.3
3/4/18 12:56, slack,-
3/4/18 16:23, flood,0.5
3/4/18 19:29, slack,-
3/4/18 21:55, ebb,-0.3
3/5/18 0:56, slack,-
3/5/18 4:41, flood,0.6
3/5/18 7:47, slack,-
3/5/18 10:25, ebb,-0.3
3/5/18 13:44, slack,-
3/5/18 17:11, flood,0.5
3/5/18 20:23, slack,-
3/5/18 22:43, ebb,-0.2
3/6/18 1:44, slack,-
3/6/18 5:23, flood,0.5
3/6/18 8:17, slack,-
3/6/18 11:07, ebb,-0.3
3/6/18 14:32, slack,-
3/6/18 18:05, flood,0.5
3/6/18 21:29, slack,-
3/6/18 23:43, ebb,-0.2
3/7/18 2:44, slack,-
3/7/18 6:05, flood,0.4
3/7/18 8:53, slack,-
3/7/18 11:55, ebb,-0.2
3/7/18 15:20, slack,-
3/7/18 18:53, flood,0.5
3/7/18 22:47, slack,-
3/8/18 0:55, ebb,-0.1
3/8/18 3:50, slack,-
3/8/18 6:53, flood,0.3
3/8/18 9:29, slack,-
3/8/18 12:49, ebb,-0.2
3/8/18 16:14, slack,-
3/8/18 19:59, flood,0.4
3/9/18 0:05, slack,-
3/9/18 2:19, ebb,-0.1
3/9/18 5:02, slack,-
3/9/18 7:47, flood,0.2
3/9/18 10:23, slack,-
3/9/18 13:49, ebb,-0.2
3/9/18 17:08, slack,-
3/9/18 21:11, flood,0.4
3/10/18 1:11, slack,-
3/10/18 3:37, ebb,-0.1
3/10/18 6:20, slack,-
3/10/18 8:59, flood,0.1
3/10/18 11:29, slack,-
3/10/18 14:49, ebb,-0.2
3/10/18 18:08, slack,-
3/10/18 22:23, flood,0.5
3/11/18 2:05, slack,-
3/11/18 5:43, ebb,-0.1
3/11/18 8:32, slack,-
3/11/18 11:17, flood,0.2
3/11/18 13:41, slack,-
3/11/18 16:43, ebb,-0.2
3/11/18 20:02, slack,-
3/12/18 0:17, flood,0.6
3/12/18 3:53, slack,-
3/12/18 6:31, ebb,-0.2
3/12/18 9:20, slack,-
3/12/18 12:17, flood,0.2
3/12/18 14:35, slack,-
3/12/18 17:37, ebb,-0.2
3/12/18 20:56, slack,-
3/13/18 0:59, flood,0.6
3/13/18 4:35, slack,-
3/13/18 7:13, ebb,-0.2
3/13/18 10:02, slack,-
3/13/18 12:59, flood,0.3
3/13/18 15:29, slack,-
3/13/18 18:31, ebb,-0.3
3/13/18 21:38, slack,-
3/14/18 1:29, flood,0.7
3/14/18 5:05, slack,-
3/14/18 7:43, ebb,-0.2
3/14/18 10:38, slack,-
3/14/18 13:35, flood,0.3
3/14/18 16:17, slack,-
3/14/18 19:13, ebb,-0.3
3/14/18 22:14, slack,-
3/15/18 2:05, flood,0.7
3/15/18 5:41, slack,-
3/15/18 8:13, ebb,-0.3
3/15/18 11:08, slack,-
3/15/18 14:17, flood,0.4
3/15/18 16:59, slack,-
3/15/18 19:55, ebb,-0.3
3/15/18 22:50, slack,-
3/16/18 2:35, flood,0.7
3/16/18 6:11, slack,-
3/16/18 8:37, ebb,-0.3
3/16/18 11:38, slack,-
3/16/18 14:53, flood,0.5
3/16/18 17:41, slack,-
3/16/18 20:31, ebb,-0.3
3/16/18 23:26, slack,-
3/17/18 3:11, flood,0.7
3/17/18 6:35, slack,-
3/17/18 9:07, ebb,-0.3
3/17/18 12:08, slack,-
3/17/18 15:29, flood,0.5
3/17/18 18:29, slack,-
3/17/18 21:07, ebb,-0.3
3/18/18 0:02, slack,-
3/18/18 3:47, flood,0.7
3/18/18 7:05, slack,-
3/18/18 9:37, ebb,-0.3
3/18/18 12:38, slack,-
3/18/18 16:11, flood,0.6
3/18/18 19:11, slack,-
3/18/18 21:49, ebb,-0.3
3/19/18 0:44, slack,-
3/19/18 4:29, flood,0.6
3/19/18 7:29, slack,-
3/19/18 10:13, ebb,-0.3
3/19/18 13:14, slack,-
3/19/18 16:59, flood,0.6
3/19/18 20:05, slack,-
3/19/18 22:31, ebb,-0.3
3/20/18 1:26, slack,-
3/20/18 5:11, flood,0.5
3/20/18 7:59, slack,-
3/20/18 10:49, ebb,-0.3
3/20/18 13:56, slack,-
3/20/18 17:41, flood,0.6
3/20/18 20:53, slack,-
3/20/18 23:19, ebb,-0.2
3/21/18 2:14, slack,-
3/21/18 5:53, flood,0.5
3/21/18 8:29, slack,-
3/21/18 11:25, ebb,-0.3
3/21/18 14:38, slack,-
3/21/18 18:35, flood,0.6
3/21/18 21:59, slack,-
3/22/18 0:19, ebb,-0.2
3/22/18 3:20, slack,-
3/22/18 6:41, flood,0.4
3/22/18 9:05, slack,-
3/22/18 12:19, ebb,-0.3
3/22/18 15:32, slack,-
3/22/18 19:29, flood,0.6
3/22/18 23:11, slack,-
3/23/18 1:31, ebb,-0.2
3/23/18 4:32, slack,-
3/23/18 7:35, flood,0.3
3/23/18 9:53, slack,-
3/23/18 13:19, ebb,-0.3
3/23/18 16:32, slack,-
3/23/18 20:35, flood,0.6
3/24/18 0:35, slack,-
3/24/18 2:49, ebb,-0.2
3/24/18 5:56, slack,-
3/24/18 8:41, flood,0.2
3/24/18 10:59, slack,-
3/24/18 14:31, ebb,-0.3
3/24/18 17:38, slack,-
3/24/18 21:47, flood,0.6
3/25/18 1:47, slack,-
3/25/18 4:07, ebb,-0.2
3/25/18 7:14, slack,-
3/25/18 9:59, flood,0.2
3/25/18 12:23, slack,-
3/25/18 15:37, ebb,-0.3
3/25/18 18:50, slack,-
3/25/18 22:59, flood,0.7
3/26/18 2:47, slack,-
3/26/18 5:13, ebb,-0.2
3/26/18 8:26, slack,-
3/26/18 11:23, flood,0.3
3/26/18 13:47, slack,-
3/26/18 16:43, ebb,-0.3
3/26/18 19:56, slack,-
3/27/18 0:05, flood,0.7
3/27/18 3:41, slack,-
3/27/18 6:13, ebb,-0.3
3/27/18 9:20, slack,-
3/27/18 12:23, flood,0.4
3/27/18 14:59, slack,-
3/27/18 17:49, ebb,-0.3
3/27/18 20:56, slack,-
3/28/18 0:59, flood,0.8
3/28/18 4:23, slack,-
3/28/18 7:07, ebb,-0.3
3/28/18 10:02, slack,-
3/28/18 13:17, flood,0.5
3/28/18 15:59, slack,-
3/28/18 18:55, ebb,-0.3
3/28/18 21:50, slack,-
3/29/18 1:41, flood,0.8
3/29/18 5:05, slack,-
3/29/18 7:49, ebb,-0.3
3/29/18 10:44, slack,-
3/29/18 14:05, flood,0.5
3/29/18 16:59, slack,-
3/29/18 19:49, ebb,-0.3
3/29/18 22:38, slack,-
3/30/18 2:23, flood,0.8
3/30/18 5:47, slack,-
3/30/18 8:31, ebb,-0.3
3/30/18 11:20, slack,-
3/30/18 14:47, flood,0.6
3/30/18 17:53, slack,-
3/30/18 20:37, ebb,-0.3
3/30/18 23:26, slack,-
3/31/18 3:05, flood,0.7
3/31/18 6:23, slack,-
3/31/18 9:01, ebb,-0.4
3/31/18 12:02, slack,-
3/31/18 15:35, flood,0.6
3/31/18 18:47, slack,-
3/31/18 21:19, ebb,-0.3
4/1/18 0:08, slack,-
4/1/18 3:41, flood,0.6
4/1/18 6:53, slack,-
4/1/18 9:31, ebb,-0.4
4/1/18 12:38, slack,-
4/1/18 16:17, flood,0.7
4/1/18 19:35, slack,-
4/1/18 21:55, ebb,-0.3
4/2/18 0:56, slack,-
4/2/18 4:23, flood,0.5
4/2/18 7:23, slack,-
4/2/18 10:07, ebb,-0.3
4/2/18 13:14, slack,-
4/2/18 16:59, flood,0.6
4/2/18 20:23, slack,-
4/2/18 22:37, ebb,-0.2
4/3/18 1:44, slack,-
4/3/18 5:05, flood,0.4
4/3/18 7:53, slack,-
4/3/18 10:37, ebb,-0.3
4/3/18 13:56, slack,-
4/3/18 17:41, flood,0.6
4/3/18 21:11, slack,-
4/3/18 23:25, ebb,-0.2
4/4/18 2:32, slack,-
4/4/18 5:47, flood,0.3
4/4/18 8:17, slack,-
4/4/18 11:19, ebb,-0.3
4/4/18 14:32, slack,-
4/4/18 18:29, flood,0.6
4/4/18 22:05, slack,-
4/5/18 0:19, ebb,-0.2
4/5/18 3:32, slack,-
4/5/18 6:29, flood,0.3
4/5/18 8:47, slack,-
4/5/18 12:01, ebb,-0.2
4/5/18 15:20, slack,-
4/5/18 19:17, flood,0.5
4/5/18 23:11, slack,-
4/6/18 1:25, ebb,-0.1
4/6/18 4:38, slack,-
4/6/18 7:17, flood,0.2
4/6/18 9:23, slack,-
4/6/18 12:49, ebb,-0.2
4/6/18 16:08, slack,-
4/6/18 20:05, flood,0.5
4/7/18 0:17, slack,-
4/7/18 2:43, ebb,-0.1
4/7/18 5:50, slack,-
4/7/18 8:17, flood,0.1
4/7/18 10:11, slack,-
4/7/18 13:55, ebb,-0.2
4/7/18 17:08, slack,-
4/7/18 21:05, flood,0.5
4/8/18 1:23, slack,-
4/8/18 3:55, ebb,-0.1
4/8/18 7:02, slack,-
4/8/18 9:23, flood,0.1
4/8/18 11:35, slack,-
4/8/18 15:07, ebb,-0.2
4/8/18 18:08, slack,-
4/8/18 22:17, flood,0.5
4/9/18 2:11, slack,-
4/9/18 4:49, ebb,-0.2
4/9/18 8:08, slack,-
4/9/18 10:47, flood,0.1
4/9/18 13:11, slack,-
4/9/18 16:07, ebb,-0.2
4/9/18 19:08, slack,-
4/9/18 23:23, flood,0.5
4/10/18 2:59, slack,-
4/10/18 5:37, ebb,-0.2
4/10/18 8:50, slack,-
4/10/18 11:53, flood,0.2
4/10/18 14:23, slack,-
4/10/18 17:01, ebb,-0.2
4/10/18 20:08, slack,-
4/11/18 0:05, flood,0.6
4/11/18 3:35, slack,-
4/11/18 6:19, ebb,-0.2
4/11/18 9:26, slack,-
4/11/18 12:35, flood,0.3
4/11/18 15:17, slack,-
4/11/18 17:55, ebb,-0.2
4/11/18 20:56, slack,-
4/12/18 0:47, flood,0.6
4/12/18 4:11, slack,-
4/12/18 6:49, ebb,-0.3
4/12/18 10:02, slack,-
4/12/18 13:11, flood,0.4
4/12/18 16:05, slack,-
4/12/18 18:43, ebb,-0.2
4/12/18 21:44, slack,-
4/13/18 1:23, flood,0.6
4/13/18 4:41, slack,-
4/13/18 7:25, ebb,-0.3
4/13/18 10:32, slack,-
4/13/18 13:47, flood,0.5
4/13/18 16:53, slack,-
4/13/18 19:31, ebb,-0.3
4/13/18 22:26, slack,-
4/14/18 1:59, flood,0.6
4/14/18 5:11, slack,-
4/14/18 7:55, ebb,-0.3
4/14/18 11:02, slack,-
4/14/18 14:29, flood,0.6
4/14/18 17:41, slack,-
4/14/18 20:13, ebb,-0.3
4/14/18 23:08, slack,-
4/15/18 2:35, flood,0.6
4/15/18 5:41, slack,-
4/15/18 8:31, ebb,-0.3
4/15/18 11:32, slack,-
4/15/18 15:11, flood,0.7
4/15/18 18:29, slack,-
4/15/18 20:55, ebb,-0.3
4/15/18 23:50, slack,-
4/16/18 3:17, flood,0.6
4/16/18 6:11, slack,-
4/16/18 9:01, ebb,-0.4
4/16/18 12:02, slack,-
4/16/18 15:53, flood,0.7
4/16/18 19:17, slack,-
4/16/18 21:37, ebb,-0.3
4/17/18 0:32, slack,-
4/17/18 3:59, flood,0.5
4/17/18 6:41, slack,-
4/17/18 9:37, ebb,-0.4
4/17/18 12:38, slack,-
4/17/18 16:35, flood,0.8
4/17/18 20:05, slack,-
4/17/18 22:25, ebb,-0.3
4/18/18 1:26, slack,-
4/18/18 4:41, flood,0.4
4/18/18 7:17, slack,-
4/18/18 10:19, ebb,-0.4
4/18/18 13:20, slack,-
4/18/18 17:29, flood,0.8
4/18/18 20:59, slack,-
4/18/18 23:13, ebb,-0.2
4/19/18 2:26, slack,-
4/19/18 5:35, flood,0.4
4/19/18 7:53, slack,-
4/19/18 11:01, ebb,-0.3
4/19/18 14:08, slack,-
4/19/18 18:17, flood,0.8
4/19/18 21:59, slack,-
4/20/18 0:13, ebb,-0.2
4/20/18 3:32, slack,-
4/20/18 6:29, flood,0.3
4/20/18 8:35, slack,-
