Date_Time (LST/LDT), Event, Speed (knots)
4/18/17 10:30, slack,-
4/18/17 13:36, ebb,-0.2
4/18/17 16:06, slack,-
4/18/17 20:36, flood,0.6
4/19/17 8:48, flood,0.1
4/19/17 12:06, slack,-
4/19/17 14:24, ebb,-0.2
4/19/17 16:48, slack,-
4/19/17 21:24, flood,0.6
4/20/17 9:48, flood,0.2
4/20/17 13:24, slack,-
4/20/17 15:18, ebb,-0.2
4/20/17 17:36, slack,-
4/20/17 22:06, flood,0.6
4/21/17 11:18, flood,0.2
4/21/17 14:36, slack,-
4/21/17 16:18, ebb,-0.1
4/21/17 18:12, slack,-
4/21/17 22:48, flood,0.5
4/22/17 7:18, slack,-
4/22/17 12:12, flood,0.2
4/22/17 16:00, slack,-
4/22/17 17:18, ebb,-0.1
4/22/17 18:48, slack,-
4/22/17 23:24, flood,0.5
4/23/17 6:18, slack,-
4/23/17 8:48, slack,-
4/23/17 13:18, flood,0.3
4/23/17 17:06, slack,-
4/23/17 19:18, slack,-
4/24/17 0:00, flood,0.5
4/24/17 5:54, slack,-
4/24/17 9:30, slack,-
4/24/17 14:30, flood,0.4
4/24/17 18:00, slack,-
4/24/17 19:54, slack,-
4/25/17 0:42, flood,0.5
4/25/17 5:54, slack,-
4/25/17 7:30, ebb,-0.2
4/25/17 10:12, slack,-
4/25/17 15:06, flood,0.5
4/25/17 19:12, slack,-
4/25/17 20:24, slack,-
4/26/17 1:30, flood,0.4
4/26/17 6:00, slack,-
4/26/17 8:06, ebb,-0.2
4/26/17 10:54, slack,-
4/26/17 15:36, flood,0.6
4/27/17 2:18, flood,0.4
4/27/17 6:00, slack,-
4/27/17 8:42, ebb,-0.3
4/27/17 11:30, slack,-
4/27/17 16:06, flood,0.7
4/28/17 3:00, flood,0.3
4/28/17 6:06, slack,-
4/28/17 9:24, ebb,-0.3
4/28/17 12:18, slack,-
4/28/17 16:42, flood,0.8
4/28/17 22:36, flood,0.1
4/29/17 3:42, flood,0.3
4/29/17 6:24, slack,-
4/29/17 10:00, ebb,-0.4
4/29/17 13:12, slack,-
4/29/17 17:24, flood,0.8
4/30/17 1:54, flood,0.2
4/30/17 4:12, flood,0.2
4/30/17 6:48, slack,-
4/30/17 10:54, ebb,-0.3
4/30/17 14:06, slack,-
4/30/17 18:24, flood,0.7
5/1/17 3:30, flood,0.2
5/1/17 7:36, slack,-
5/1/17 12:12, ebb,-0.3
5/1/17 15:06, slack,-
5/1/17 19:48, flood,0.7
5/2/17 5:12, flood,0.1
5/2/17 9:06, slack,-
5/2/17 13:30, ebb,-0.3
5/2/17 16:12, slack,-
5/2/17 21:36, flood,0.7
5/3/17 7:54, flood,0.1
5/3/17 12:00, slack,-
5/3/17 14:30, ebb,-0.2
5/3/17 17:18, slack,-
5/3/17 23:00, flood,0.6
5/4/17 9:00, flood,0.2
5/4/17 13:24, slack,-
5/4/17 15:36, ebb,-0.2
5/4/17 18:12, slack,-
5/4/17 23:36, flood,0.6
5/5/17 10:12, flood,0.2
5/5/17 11:36, flood,0.2
5/5/17 14:42, slack,-
5/5/17 16:48, ebb,-0.2
5/5/17 19:00, slack,-
5/5/17 23:18, flood,0.5
5/6/17 5:42, slack,-
5/6/17 7:24, slack,-
5/6/17 12:30, flood,0.3
5/6/17 16:06, slack,-
5/6/17 17:42, ebb,-0.1
5/6/17 19:30, slack,-
5/6/17 23:30, flood,0.5
5/7/17 5:24, slack,-
5/7/17 8:24, slack,-
5/7/17 13:30, flood,0.3
5/7/17 17:12, slack,-
5/7/17 19:48, slack,-
5/8/17 0:12, flood,0.5
5/8/17 5:24, slack,-
5/8/17 6:54, ebb,-0.1
5/8/17 9:18, slack,-
5/8/17 14:36, flood,0.4
5/8/17 18:18, slack,-
5/8/17 20:06, slack,-
5/9/17 0:48, flood,0.5
5/9/17 5:30, slack,-
5/9/17 7:24, ebb,-0.2
5/9/17 10:06, slack,-
5/9/17 15:06, flood,0.5
5/10/17 1:36, flood,0.5
5/10/17 5:48, slack,-
5/10/17 7:48, ebb,-0.3
5/10/17 10:48, slack,-
5/10/17 15:18, flood,0.6
5/11/17 2:30, flood,0.4
5/11/17 6:06, slack,-
5/11/17 8:24, ebb,-0.3
